class,armpit_left,armpit_right,elbow_left,elbow_right,hip_left,hip_right,knee_left,knee_right
17,11,10,177,175,69,109,176,178
17,3,3,178,178,81,96,173,179
17,25,21,179,172,16,168,168,165
17,15,20,180,170,99,88,169,167
17,25,22,175,178,105,76,175,180
17,16,17,176,179,51,133,168,170
17,18,19,174,176,29,151,159,161
17,17,13,171,166,175,3,172,177
17,9,12,174,172,60,122,166,167
17,19,15,176,176,71,107,176,176
17,21,21,179,179,91,91,167,173
17,19,16,178,174,106,71,165,168
17,21,21,178,175,72,111,174,176
17,19,22,176,179,75,110,166,175
17,15,15,176,175,81,103,180,177
17,25,31,172,174,158,11,164,173
17,12,17,176,179,97,84,163,165
17,30,26,179,175,72,111,173,176
17,15,15,168,168,43,145,177,170
17,17,17,177,178,14,162,178,173
17,13,13,177,178,75,105,168,174
17,16,14,178,180,97,85,172,166
17,19,16,179,178,79,99,177,177
17,14,14,177,180,168,18,172,176
17,25,22,176,175,79,102,159,165
17,15,20,178,176,90,95,169,172
17,17,19,177,175,70,106,160,167
17,21,24,173,176,82,99,170,171
17,18,18,177,178,128,51,171,171
17,30,29,177,171,80,105,151,159
17,19,22,177,177,15,166,166,168
17,17,8,177,161,43,134,176,177
17,28,27,176,179,67,117,172,174
17,6,9,175,175,2,171,174,179
18,73,73,165,166,97,80,97,96
18,62,60,167,164,63,116,82,83
18,62,60,168,168,62,111,81,89
18,52,54,157,159,99,86,126,101
18,60,57,171,168,17,163,89,85
18,51,49,172,171,104,76,79,81
18,56,57,160,154,126,49,97,103
18,52,51,161,159,17,163,80,80
18,58,49,174,160,84,88,76,87
18,72,68,169,162,75,104,84,82
18,45,53,166,172,24,156,80,82
18,70,67,170,168,49,126,82,89
18,59,53,165,164,58,127,89,91
18,61,57,160,155,38,135,81,89
18,62,59,163,162,71,99,92,102
18,60,56,170,161,94,73,83,107
18,63,63,160,153,83,89,96,104
18,62,61,161,160,16,168,86,90
18,55,54,164,168,25,151,80,83
18,61,62,164,167,116,65,96,87
18,61,55,167,153,97,95,89,126
18,56,51,146,146,27,140,123,88
18,60,58,170,163,104,81,98,91
18,50,51,175,174,79,93,77,68
18,57,59,166,166,77,105,84,86
18,65,60,174,145,129,56,99,90
18,63,59,162,165,81,94,96,90
18,74,72,179,167,95,85,96,95
18,49,56,163,166,91,92,97,93
18,70,65,167,162,34,149,86,91
18,57,59,166,167,179,4,100,97
18,57,59,162,179,91,90,93,93
18,60,57,147,143,65,105,92,82
18,90,87,175,173,43,141,102,94
18,68,68,169,172,46,137,92,98
18,65,69,169,173,9,169,96,94
18,52,50,158,158,125,54,85,86
18,66,62,173,168,20,158,96,89
18,55,51,164,163,101,79,85,89
18,63,58,160,156,49,135,99,99
18,50,55,174,175,75,102,62,62
18,58,59,166,173,58,127,81,88
18,61,61,166,161,60,120,88,87
18,58,61,163,165,88,96,93,100
18,58,58,164,160,89,90,88,87
18,73,71,168,168,26,150,90,81
18,63,59,162,159,68,106,95,91
18,69,71,160,161,60,110,105,90
18,57,59,153,155,94,79,73,82
18,68,59,174,165,97,84,97,91
18,65,56,172,160,88,88,95,99
18,64,62,170,167,101,85,89,100
18,62,63,165,172,118,69,98,108
18,49,53,156,177,96,77,53,60
18,54,52,159,158,77,95,101,93
18,52,54,165,166,78,111,113,91
18,59,59,155,155,86,99,93,86
18,70,67,163,159,5,176,89,82
18,52,52,150,153,104,77,87,99
18,51,52,158,158,146,42,90,105
18,44,44,177,174,48,130,125,116
18,52,51,155,153,103,73,81,76
18,60,57,179,172,19,160,89,96
18,45,42,170,175,138,39,67,76
18,47,48,169,164,19,162,94,96
18,45,45,173,172,39,147,78,69
19,87,89,89,92,163,166,107,102
19,55,68,34,69,135,120,142,144
19,73,89,99,104,173,171,97,95
19,80,81,82,78,178,178,92,88
19,83,82,98,101,147,158,123,119
19,66,66,73,79,153,145,121,121
19,108,113,100,103,166,161,105,114
19,86,96,99,110,141,137,135,136
19,91,86,102,95,128,121,160,161
19,78,77,83,93,163,149,124,122
19,73,75,77,78,157,158,115,109
19,6,5,25,24,145,148,129,128
19,1,43,91,33,143,175,118,96
19,33,34,74,65,163,165,98,86
19,180,179,163,172,126,125,141,148
19,171,167,174,172,140,151,124,117
19,84,84,96,94,166,169,108,102
19,90,97,99,106,165,155,105,104
19,166,165,169,167,139,126,111,160
19,72,72,55,58,124,120,144,142
19,64,68,77,78,139,132,131,136
19,11,8,33,32,149,147,118,119
19,8,27,44,1,150,171,123,90
19,58,70,71,101,145,144,131,129
19,65,66,63,65,126,128,136,137
19,93,96,117,119,121,109,160,164
19,92,88,176,169,165,166,98,103
19,26,29,164,170,166,162,105,105
19,114,102,116,118,168,170,67,85
19,53,60,47,55,38,26,68,118
19,78,82,71,74,161,161,103,100
19,77,83,79,78,136,137,140,135
19,63,60,72,64,164,165,106,107
19,160,155,161,150,173,179,89,82
19,95,106,105,111,173,171,111,116
19,66,66,73,79,153,145,121,121
19,101,98,90,91,152,159,119,112
19,171,162,171,162,159,161,118,105
19,21,7,112,103,154,160,143,113
19,82,81,80,91,140,141,115,115
19,77,83,79,78,136,137,140,135
19,126,127,119,132,156,160,128,128
19,19,18,60,68,164,160,102,103
19,16,13,164,167,145,142,112,136
19,1,43,91,33,143,175,118,96
19,75,71,158,154,152,161,141,113
19,33,34,74,65,163,165,98,86
19,91,86,102,95,128,121,160,161
19,72,71,78,72,136,133,147,138
19,51,73,44,79,131,123,142,157
19,31,22,47,39,151,155,120,112
19,37,35,46,42,159,163,111,102
19,97,96,94,95,130,136,147,125
19,73,75,108,109,171,175,118,116
19,72,76,77,79,157,158,115,109
19,171,167,174,172,140,151,124,117
19,76,58,104,87,152,130,114,139
19,105,104,101,100,163,144,98,135
19,153,153,105,105,153,152,120,126
19,78,77,83,93,163,149,124,122
19,31,22,47,39,151,155,120,112
19,61,64,65,59,139,137,136,125
19,51,73,44,79,131,123,142,157
19,71,74,75,87,152,152,118,115
19,37,11,36,56,151,134,118,131
19,102,92,109,96,128,117,133,153
19,106,114,99,103,166,160,105,115
19,97,96,94,95,130,136,147,125
19,175,178,156,163,138,135,131,136
19,29,28,63,68,142,143,120,124
19,8,27,44,1,150,171,123,90
19,28,34,25,30,162,172,99,81
19,86,79,93,86,154,152,116,125
19,2,47,95,33,141,172,118,97
19,85,84,98,92,167,169,108,102
19,25,24,57,58,142,140,131,138
19,99,90,95,92,146,139,132,129
19,76,61,104,89,153,129,113,141
19,13,9,150,158,166,146,104,121
19,96,91,96,80,152,148,114,120
19,90,82,163,162,149,147,115,121
19,92,88,176,169,165,166,98,103
19,102,92,109,96,128,117,133,153
19,13,17,161,54,165,161,105,111
19,101,99,99,96,172,173,104,100
19,166,165,169,167,139,126,111,160
19,20,24,64,64,136,131,137,143
19,76,61,104,89,153,129,113,141
19,99,95,107,95,151,158,123,113
19,151,149,154,116,156,154,117,117
19,65,66,63,65,126,128,136,137
19,5,7,31,29,149,155,127,123
19,86,80,81,79,154,147,125,121
19,87,94,107,34,63,54,145,147
19,75,72,71,63,134,132,136,128
19,114,102,116,118,168,170,67,85
19,95,97,109,106,173,174,76,82
19,16,13,164,167,145,142,112,136
19,31,3,97,26,8,173,94,70
19,89,86,100,94,128,122,160,159
19,62,61,71,65,165,165,104,107
19,80,83,88,89,129,131,139,139
19,158,158,150,164,177,169,99,100
19,57,58,95,85,161,163,97,92
19,89,86,100,94,128,122,160,159
19,101,101,102,103,147,145,112,109
19,31,3,97,26,8,173,94,70
19,148,135,161,167,178,172,98,98
19,94,84,90,87,137,128,137,144
19,11,8,31,33,149,144,118,122
19,69,65,63,62,123,122,141,147
19,14,21,171,179,149,151,116,115
19,88,91,111,95,164,161,110,116
19,102,100,180,179,139,132,134,138
19,50,37,77,85,136,132,132,133
19,82,109,87,121,106,118,177,151
19,104,97,104,100,133,124,141,143
19,148,119,178,180,142,168,132,108
19,64,66,69,50,133,148,132,122
19,170,67,53,59,155,152,120,122
19,19,17,44,48,154,147,119,123
19,19,17,81,121,146,147,116,114
19,65,61,122,110,161,170,112,104
19,23,1,6,52,146,108,120,170
19,38,40,135,118,142,141,133,133
19,86,63,94,39,119,121,156,150
19,43,32,76,53,164,164,66,60
19,79,82,71,73,162,161,102,100
19,36,27,61,60,146,147,114,114
19,101,97,103,105,151,143,123,126
19,37,46,102,14,69,143,138,102
19,103,101,99,115,166,164,100,103
19,73,74,77,77,157,157,115,110
19,16,21,151,163,167,161,100,97
19,85,79,90,73,129,120,128,134
19,89,95,96,100,126,121,143,148
19,147,145,161,153,154,161,115,113
19,103,101,99,115,166,164,100,103
19,73,74,77,77,157,157,115,110
19,16,21,151,163,167,161,100,97
19,85,79,90,73,129,120,128,134
19,147,145,161,153,154,161,115,113
19,24,24,63,64,151,150,114,115
19,165,154,175,167,153,159,118,124
19,87,74,64,59,134,130,136,139
19,25,8,127,152,171,168,108,108
19,16,11,33,54,169,170,96,104
19,15,17,43,44,145,143,127,128
19,32,33,105,114,164,158,111,110
19,105,116,110,122,158,152,103,126
19,11,124,12,120,173,145,118,117
19,177,172,137,137,168,167,103,99
19,178,180,174,168,104,105,174,180
19,177,172,137,137,168,167,103,99
19,105,116,110,122,158,152,103,126
19,32,33,105,114,164,158,111,110
19,16,21,51,30,48,29,139,121
19,90,92,110,98,132,135,126,125
19,6,69,146,54,137,95,144,136
19,12,10,96,75,132,134,138,140
19,65,76,72,74,142,144,136,134
19,101,98,157,126,162,162,139,134
19,90,91,90,90,156,149,131,130
19,36,35,44,42,158,162,111,101
19,57,58,61,59,142,147,126,123
19,47,41,28,33,155,159,108,108
19,12,8,9,38,155,144,112,128
19,112,107,117,115,156,152,112,112
19,26,46,142,38,159,153,90,106
19,53,60,47,55,38,24,67,117
19,57,58,61,59,142,147,126,123
19,47,41,28,33,155,159,108,108
19,112,107,117,115,156,152,112,112
19,26,46,142,38,159,153,90,106
19,12,8,9,38,155,144,112,128
19,111,108,153,148,149,150,125,128
19,92,86,96,88,145,139,131,121
19,53,60,47,55,38,24,67,117
19,20,6,74,67,143,124,134,139
19,31,29,33,21,172,170,90,85
19,103,102,98,114,165,166,100,103
19,98,118,97,126,122,134,146,126
19,100,87,94,82,144,137,126,131
19,101,97,108,107,154,163,92,79
19,62,60,84,89,138,128,139,139
19,178,171,139,162,138,154,124,117
19,14,20,171,155,113,143,150,131
19,101,97,108,107,154,163,92,79
19,62,60,84,89,138,128,139,139
19,89,88,95,78,154,159,107,105
19,51,60,46,55,31,33,69,118
19,34,39,37,62,155,68,76,169
19,90,88,109,93,160,165,109,102
19,178,171,139,162,138,154,124,117
19,24,30,174,175,172,167,96,94
19,86,96,98,108,142,137,134,136
19,96,103,104,114,151,150,119,123
19,103,101,103,102,145,147,112,109
19,89,87,104,100,178,173,64,65
20,94,104,174,168,172,99,156,175
20,58,97,92,174,99,173,169,179
20,94,72,171,85,172,90,170,176
20,100,77,177,77,166,124,179,169
20,106,95,178,174,98,175,178,173
20,160,87,177,180,130,175,179,177
20,91,104,175,179,173,105,179,178
20,87,134,136,179,154,91,43,160
20,100,64,176,174,99,166,178,170
20,126,91,166,177,120,176,40,179
20,165,73,167,175,118,164,175,174
20,88,100,58,173,111,167,178,173
20,120,94,179,174,126,178,178,178
20,110,86,174,168,98,176,177,176
20,116,84,165,168,108,174,172,171
20,76,90,86,179,115,173,162,177
20,95,69,173,90,179,107,175,178
20,138,101,172,179,121,176,180,171
20,94,121,170,173,167,103,179,171
20,75,87,96,176,115,164,175,175
20,61,97,108,174,97,176,179,177
20,105,78,174,167,102,167,180,174
20,92,66,177,93,175,89,169,178
20,90,105,164,174,177,103,178,179
20,101,65,171,88,174,100,179,177
20,64,76,98,177,116,155,178,174
20,87,93,141,166,96,175,176,174
20,108,90,170,165,113,179,177,176
20,96,106,161,177,174,110,174,176
20,76,106,69,178,92,175,179,176
20,98,116,172,170,176,111,176,180
20,122,105,174,176,104,175,177,172
20,86,60,170,102,178,114,179,176
20,104,101,178,180,175,99,175,174
20,88,29,136,150,159,114,171,179
20,73,94,92,179,95,177,177,170
20,104,28,163,152,169,92,171,177
21,42,174,174,173,179,97,107,178
21,74,164,178,165,146,85,98,174
21,67,176,161,179,113,60,100,109
21,173,49,172,114,117,165,178,102
21,48,144,179,179,140,95,81,173
21,34,163,145,175,179,125,97,173
21,53,176,163,166,138,99,85,175
21,51,175,172,175,113,93,65,166
21,158,63,156,23,113,178,172,92
21,170,62,173,177,91,135,176,80
21,171,63,173,164,88,144,176,100
21,53,176,158,177,141,104,78,170
21,162,51,162,174,98,151,180,96
21,174,56,164,172,109,165,173,99
21,54,165,172,158,151,95,99,172
21,45,174,175,171,139,102,79,166
21,53,175,168,173,136,98,80,177
21,176,54,165,169,125,173,172,96
21,178,61,169,172,116,167,172,95
21,168,61,178,173,119,166,178,92
21,176,69,179,170,101,176,173,120
21,51,172,177,169,146,107,74,161
21,168,68,62,178,92,138,180,87
21,49,171,177,174,142,103,79,165
21,160,69,167,171,121,166,176,113
21,168,50,171,170,99,163,165,106
21,177,63,168,174,115,160,173,92
21,177,54,166,179,96,156,169,94
21,172,83,175,178,45,125,121,180
21,170,59,175,176,118,173,172,99
21,51,179,175,178,138,103,79,171
21,75,171,25,156,178,130,174,105
21,63,163,179,178,136,75,99,166
21,179,59,152,167,121,174,169,100
21,86,113,171,165,167,115,117,174
21,176,72,168,176,92,157,178,110
21,59,177,177,171,125,99,71,172
21,179,71,178,179,49,100,73,26
21,165,81,178,179,75,141,172,100
21,167,61,167,170,78,120,179,25
21,59,174,179,169,142,105,77,166
21,172,64,176,165,124,165,178,89
22,79,117,178,165,92,85,166,175
22,116,81,176,165,82,91,175,173
22,115,83,174,176,73,99,176,174
22,108,89,165,179,78,96,177,171
22,110,71,163,169,72,102,177,170
22,69,115,171,176,89,81,175,171
22,65,119,178,173,83,83,174,168
22,76,128,169,179,92,81,173,180
22,126,80,176,179,83,93,171,165
22,120,79,176,176,71,98,175,175
22,107,74,169,178,79,90,175,177
22,82,113,175,169,90,79,177,174
22,124,73,177,171,76,105,174,149
22,100,104,176,172,97,76,175,179
22,110,66,171,163,77,88,174,165
22,82,117,173,168,86,86,177,178
22,119,76,167,171,73,97,179,177
22,120,70,167,171,81,96,173,167
22,81,122,176,171,85,87,176,179
22,107,87,168,177,86,89,175,173
22,104,74,175,176,77,105,171,178
22,121,75,165,175,94,82,174,174
22,120,75,172,180,76,97,179,167
22,71,111,168,168,90,77,176,171
22,107,71,167,173,79,89,177,177
22,91,113,177,172,88,78,176,172
22,111,88,162,172,62,106,176,178
22,122,73,173,173,78,97,178,170
22,145,77,176,171,71,95,167,172
22,134,50,169,167,73,97,169,167
22,74,123,177,179,99,67,180,176
22,102,68,153,159,82,92,179,177
22,108,60,167,169,77,92,179,178
22,93,101,178,167,102,71,178,176
23,156,155,163,169,157,163,177,109
23,171,174,178,171,157,144,103,173
23,179,175,152,154,151,163,176,100
23,173,168,172,159,170,149,113,167
23,172,171,174,177,169,143,101,175
23,152,144,165,163,134,168,168,107
23,166,156,167,167,171,138,101,171
23,172,177,164,161,134,170,176,110
23,176,168,153,167,155,165,177,99
23,153,156,165,158,163,151,110,178
23,176,166,151,153,129,172,164,109
23,157,156,169,175,153,166,167,107
23,159,154,161,162,157,170,172,92
23,176,176,152,155,153,168,165,109
23,173,166,153,137,162,141,109,178
23,174,177,169,165,146,177,162,90
23,145,146,164,157,166,159,97,172
23,166,167,165,143,177,137,87,168
23,141,154,166,170,180,155,87,168
23,157,171,170,170,173,146,96,175
23,159,168,157,158,166,138,106,170
23,180,176,176,151,160,145,115,177
23,170,169,165,167,149,169,178,120
23,168,166,166,169,165,171,155,67
23,171,168,148,156,141,177,173,98
23,180,178,153,166,161,156,166,98
23,178,176,150,155,143,178,162,106
23,158,156,169,177,157,159,167,107
23,179,171,156,155,150,162,176,101
23,168,157,171,176,167,139,89,162
23,174,179,179,171,150,139,108,170
23,172,169,158,165,139,146,170,113
23,19,3,166,0,123,122,147,166
23,166,176,164,157,165,120,114,166
23,174,169,149,151,101,78,113,113
23,177,171,174,168,12,86,177,142
23,179,179,180,177,114,178,175,103
23,162,166,175,169,169,154,96,164
23,170,159,171,174,170,139,91,160
23,173,177,164,176,147,161,171,105
24,163,136,175,146,141,113,177,161
24,138,131,146,131,83,166,148,174
24,132,124,149,152,111,159,164,179
24,149,136,151,149,120,159,175,172
24,147,140,148,136,117,163,167,179
24,140,142,163,151,178,108,176,179
24,126,120,147,130,20,155,166,172
24,147,151,143,149,116,37,175,175
24,159,15,154,19,147,121,37,155
24,146,143,154,150,109,43,32,173
24,115,110,152,147,105,147,176,168
24,152,155,137,137,166,106,179,40
24,145,140,163,152,176,107,177,176
24,152,147,163,162,120,55,162,168
24,131,144,147,145,158,15,150,162
24,146,155,153,155,156,80,170,163
24,143,148,151,142,157,59,43,159
24,132,134,158,156,95,81,141,141
24,130,123,139,142,160,114,172,171
24,168,171,153,79,118,36,177,175
24,125,133,134,136,115,154,165,171
24,138,143,138,35,130,141,174,179
24,160,157,163,154,67,160,178,178
24,162,154,156,150,109,150,170,172
24,141,140,155,154,178,106,179,178
24,149,172,148,168,108,164,177,167
24,163,152,130,137,175,94,47,169
24,139,124,166,151,131,119,177,171
24,130,119,155,151,116,160,153,175
24,135,130,145,108,70,110,174,176
24,121,133,156,157,130,157,170,169
24,155,145,156,144,177,92,164,166
24,138,138,169,171,161,17,53,179
24,146,131,159,162,120,148,169,175
24,111,135,144,146,144,117,170,162
24,147,155,144,140,48,124,160,157
24,159,153,133,140,98,163,152,177
24,159,155,169,167,124,139,153,177
24,158,144,148,135,169,121,178,172
24,154,155,140,142,142,36,175,173
24,136,137,162,170,106,17,145,45
24,172,147,165,168,179,90,180,165
24,160,153,158,153,161,124,57,177
24,139,142,153,150,109,11,176,158
24,162,152,156,152,118,163,169,166
24,154,150,158,147,172,99,40,174
24,158,119,175,142,114,118,173,164
25,108,98,175,179,159,130,109,171
25,83,96,167,164,126,176,170,104
25,101,92,176,179,158,131,121,169
25,86,99,179,176,138,170,171,95
25,94,87,177,180,153,132,118,168
25,94,108,176,178,127,148,177,117
25,98,102,179,175,135,171,167,101
25,111,84,170,178,164,124,109,170
25,79,108,176,174,125,158,177,118
25,104,101,173,177,132,166,172,109
25,105,95,178,174,156,129,118,175
25,109,95,173,175,154,125,124,171
25,100,94,179,175,157,131,114,168
25,90,102,166,171,136,153,167,107
25,78,110,173,178,113,129,168,114
25,79,101,176,171,127,151,164,113
25,102,88,177,180,178,136,99,170
25,94,100,177,177,135,163,167,103
25,107,89,171,173,161,126,110,163
25,92,97,178,172,161,139,102,168
25,102,84,174,173,173,128,94,155
25,96,101,180,176,126,165,167,112
25,83,96,171,164,130,180,180,114
25,108,99,175,175,161,129,120,171
25,95,103,176,179,133,165,171,103
25,93,99,178,174,135,162,176,107
25,114,103,180,177,130,164,167,101
25,81,92,173,168,133,163,167,102
25,109,110,177,179,135,156,164,106
25,103,102,171,175,132,157,171,111
25,100,104,175,175,129,173,176,106
25,100,97,179,174,134,158,171,112
25,104,91,178,176,157,128,128,171
25,96,92,175,173,160,138,107,177
25,104,96,180,179,130,159,167,116
25,101,106,173,179,143,124,131,166
25,108,102,176,175,161,137,107,175
25,104,97,178,169,159,132,113,162
25,95,99,174,176,129,160,174,114
25,92,92,172,174,154,129,133,170
25,100,86,179,171,155,132,111,168
25,94,100,178,176,123,161,175,116
25,80,94,169,167,115,144,166,131
25,96,102,174,178,120,146,172,121
25,86,106,170,177,130,163,165,108
25,111,89,179,177,143,131,131,175
25,106,84,179,168,176,128,100,167
25,93,82,168,172,164,133,101,169
25,95,100,179,172,125,160,173,117
25,105,107,176,177,136,172,166,93
26,20,13,31,36,96,136,168,27
26,56,47,36,35,88,142,177,26
26,51,39,46,49,88,154,177,29
26,51,35,39,45,87,147,173,25
26,47,55,47,42,147,90,19,167
26,32,33,59,54,131,90,34,177
26,7,7,14,30,125,100,54,178
26,20,18,61,58,122,87,39,178
26,49,30,45,47,90,148,176,19
26,13,10,31,23,99,116,179,33
26,27,19,54,48,94,120,180,37
26,15,13,27,32,94,118,177,47
26,21,25,54,49,122,95,36,177
26,19,17,56,59,120,96,43,180
26,34,33,52,57,141,92,32,178
26,11,12,40,26,96,112,178,25
26,173,176,135,130,87,142,179,25
26,21,13,41,43,93,119,176,35
26,21,17,61,61,122,92,45,179
26,21,25,54,49,122,95,36,177
26,20,14,33,37,97,136,167,28
26,13,14,48,46,120,86,33,9
26,27,19,54,48,94,120,180,37
26,22,24,53,59,142,90,45,180
26,40,36,57,51,92,132,176,30
26,34,33,52,57,141,92,32,178
26,29,28,58,49,90,125,180,95
26,60,51,48,49,90,62,171,28
26,51,39,46,49,88,154,177,29
26,51,35,39,45,87,147,173,25
26,25,28,52,40,98,141,179,29
26,40,36,57,51,92,132,176,30
26,22,24,50,57,143,90,44,179
26,21,16,39,46,90,121,179,32
26,17,13,45,42,92,107,178,33
26,38,23,44,42,88,149,175,25
26,54,22,28,35,91,145,175,24
26,19,19,40,32,97,117,176,49
26,19,18,41,38,95,115,176,46
26,62,52,37,45,83,148,174,61
26,19,18,41,38,95,115,176,46
26,17,13,45,42,92,107,178,33
26,38,23,44,42,88,149,175,25
26,58,50,39,44,82,153,175,26
26,14,12,71,124,96,117,139,83
26,39,27,48,38,89,145,176,40
26,25,45,44,34,157,96,23,169
26,60,51,48,49,90,62,171,28
26,39,31,54,54,101,124,179,80
26,35,23,50,41,92,145,179,27
26,10,13,19,20,128,91,41,180
26,172,145,83,78,112,154,130,169
26,8,21,46,41,122,94,36,179
26,55,66,35,28,72,160,174,18
26,60,43,26,33,74,159,176,19
26,69,51,31,30,86,152,169,29
26,81,56,23,35,84,152,160,43
26,79,68,29,36,84,156,171,17
26,103,63,14,18,138,163,107,48
26,21,14,45,45,85,115,179,35
26,78,56,23,35,105,145,140,25
26,53,67,37,11,148,78,17,180
26,67,86,27,27,149,95,20,158
26,29,20,53,45,85,130,173,27
26,27,36,43,41,150,92,33,177
26,49,73,32,26,159,83,20,177
26,68,74,29,26,153,94,18,156
26,42,56,38,43,156,82,100,173
26,67,55,19,17,81,157,166,13
26,64,24,29,50,85,130,178,33
26,27,27,53,62,142,89,43,178
26,12,12,41,30,96,111,178,27
26,20,19,61,56,124,85,38,178
26,88,64,26,27,91,162,155,20
